,topic_name,topic_id,words
82,Безопасность и охрана здоровья,82,"излучение, радиационныи, облучение, персонал, ради, работник, сотрудник, радионуклид, радиоактивныи, радионуклидныи, атомныи, радиохимическии, статистика, радио, атомэнергопром, опасность, атомэнергомаш, численность, луч, ядерныи, штаб, риска, смертность, атом, администратор, опасныи, охрана, преддверие, риск, вакансия, служащии, предварительныи, кадровыи, уникальность, департамент, специалист, радиус, распределение, штат, руководитель, индивидуальныи, бригада, атомпроект, освещение, величина, начальник, работодатель, авария, статистическии, диспансеризация"
83,Инвестиции и капитальные вложения,83,"облигация, облигационныи, еврооблигация, лига, биржа, акция, брокер, дивидендныи, холдинговыи, валюта, валютныи, амортизация, дивиденд, депозитарии, биржевои, федерация, дефолт, брокерскии, последовательно, депозит, мосбиржа, обязательныи, объединение, инвестпрограмма, связывать, связанность, задолженность, инвестировать, вексель, рублевыи, связанныи, ликвидация, треидинговыи, ликвидность, вложить, обязательство, связующии, ряд, депозитарныи, наложить, купонныи, инвестирование, календарныи, серииныи, холдинг, учреждение, собрание, процентныи, соединительныи, кризисныи"
84,Инвестиции и капитальные вложения,84,"сегмент, убыток, делистинг, прибыльность, операция, активизация, операционныи, прибыль, актив, активность, разделение, извлечение, доходность, инвестиция, ликвидация, ликвидность, избыток, факторинг, эксплуатация, разделительныи, прибыльныи, доходныи, выручка, делить, бизнес, раздельныи, обесценение, потеря, доходы, инвестиционныи, деиствие, выделение, деятельно, мероприятие, разрушение, участие, потерять, доход, активныи, выход, амортизация, раздел, итог, лизинговыи, извлекать, информатизация, фективность, производствен, уничтожение, этап"
85,Отношения с работниками,85,"компенсация, компенсационныи, уплата, выплата, профсоюз, работник, профсоюзныи, зарплата, зарплатныи, инвалидность, компенсировать, работодатель, пособие, трудовои, льготныи, пенсия, сокращение, льгота, пенсионныи, заработок, рабочии, выплачивать, инвалид, трудозатрата, отчисление, выплачиваться, увольнение, зачисление, премия, сокращать, сокращаться, расчетныи, стипендия, доходность, безработица, отработка, сотрудник, резюме, уплачивать, доплата, соцсеть, начисление, доход, субсидия, доходы, трудоспособныи, больничныи, трудоустроиство, персонал, пенсионер"
86,Инвестиции и капитальные вложения,86,"факторинг, обесценение, убыток, девальвация, инвестиция, ценность, инвентаризация, амортизация, прогнозирование, инвестиционныи, инвестирование, прогнозировать, объективность, капитал, активизация, прогноз, избыток, прогнозныи, капитализация, экономика, обесценить, информатизация, объект, сцена, инвестировать, расчетныи, индексация, представление, предположение, инфляция, фактор, тенденция, капитальныи, капиталь, ликвидность, проявление, фундаментальныи, расчет, волатильность, недвижимость, объективныи, предмет, деиствие, прибыльность, показание, характеризовать, акция, вычисление, фективность, актив"
87,Инвестиции и капитальные вложения,87,"инвестиционныи, инвестиция, инвестирование, инвестировать, инвестор, инвест, инвестированныи, инвестпроект, инвестмент, инвестпрограмма, металлоинвест, капитал, капитальныи, капиталь, фондовыи, капитализация, фонд, информатизация, депозитарии, финансирование, проминвестбанк, инна, вкладывать, дивиденд, дивидендныи, затратныи, обеспеченность, ценообразование, депозит, финансировать, финансироваться, акционерныи, финансы, инвентаризация, доходность, ндфл, вклад, доходныи, накладывать, инновация, финанс, акция, затратить, депозитарныи, инфляция, ин, возведение, расходование, холдинговыи, сбережение"
88,Оплата труда,88,"компенсация, компенсационныи, компенсировать, выплата, уплата, возмещение, зарплатныи, зарплата, работник, выплачивать, возмездныи, доплата, вознаграждение, профсоюз, профсоюзныи, уплачивать, выплачиваться, уплатить, отчисление, льготныи, платить, пособие, ущерб, заработок, совмещение, пожертвование, премия, оплатить, возмещать, доходность, реформа, коллектив, стипендия, разделение, выплатить, взнос, соцсеть, разделительныи, возрождение, повреждение, субсидия, оплата, сокращение, волонтерство, взаиморасчет, пенсионер, сотрудник, расчетныи, разделять, льгота"
89,Налоги,89,"налогообложение, налоговыи, налог, приток, таджикистан, туркменистан, бухгалтер, логистическии, логичныи, бухгалтерия, отчетности, отчетность, декларация, пошлина, федерация, логия, ип, коррупционныи, коррупция, подотчетность, предприниматель, турецкии, ндфл, конфигурация, инфраструктура, паводковыи, логистика, отчета, республиканскии, штрафнои, бухгалтерскии, федеральныи, инвестиция, антикоррупция, дальневосточныи, терроризм, доходность, инновация, норматив, доходныи, таманьнефтегаз, иностранныи, табачныи, испания, территориальныи, нормативныи, республика, правительство, провинция, инфляция"
90,Инвестиции и капитальные вложения,90,"капитализация, капитал, капиталь, капитальныи, амортизация, реорганизация, инвентаризация, дивидендныи, дивиденд, корректировка, инвестиция, изменение, активизация, исправление, корректность, информатизация, учредить, акция, корректировать, реформирование, адаптация, модификация, инвестиционныи, преобразование, директива, скорректировать, ликвидация, изменить, меняться, диверсификация, измениться, девальвация, декларация, реновация, столица, регулирование, инвестирование, управленческии, инновация, трансформация, реорганизовать, актуализация, реформа, замещать, ликвидность, регулироваться, реставрация, изменяться, учредитель, корректив"
91,Благотворительность,91,"премия, лауреат, награда, награднои, награждение, наградить, литературныи, литература, победитель, приз, конкурс, звание, писатель, опубликование, тираж, конкурсныи, честь, публикация, медаль, публиковаться, знаменитыи, опубликовать, книга, произведение, талантливыи, читатель, кандидат, публика, издательскии, преемник, призовои, биография, издание, спонсорство, публиковать, вознаграждение, талант, биографическии, победа, кандидатура, журналист, выиграть, финалист, роман, популярность, станислав, победить, финал, диплом, грамотность"
92,Отношения с работниками,92,"участие, социально, льготныи, компенсация, льгота, работник, премия, выплата, вознаграждение, возмещение, членство, уплата, персонал, сотрудник, участвовать, поучаствовать, компенсационныи, награда, участник, семья, компенсировать, ветеран, содеиствовать, пенсия, общественность, общественныи, платить, реагировать, себестоимость, награднои, наградить, взнос, воздеиствовать, соцсеть, взаимоуважение, волонтерство, уплатить, воздеиствие, инвалидность, пенсионныи, содеиствие, задеиствовать, взаимодеиствие, заработок, возмездныи, выгода, ценностныи, благополучие, ствовать, ценность"
93,Оплата труда,93,"зарплатныи, зарплата, трудовои, рабочии, работодатель, работник, трудоустроиство, производствен, профсоюз, трудозатрата, профсоюзныи, трудоустроить, вакансия, завод, уплата, трудиться, комбинат, трудник, стажировка, заработок, рисковои, труд, фабрикация, ведомость, подрядныи, риск, риска, безработица, трудоемкость, работни, минтруд, забастовка, отработка, оплачиваться, цеховои, выплачиваться, карьерныи, дежурство, нерабочии, инженерныи, квалифицировать, уплачивать, подчиненныи, выплата, дисконтирование, совмещение, занятость, добычныи, профессия, расчетныи"
94,Отчетность и прозрачность,94,"отчетность, отчетности, отчета, отчет, доклад, сопоставимость, обязательность, периодичность, целостность, себестоимость, завершение, открытость, объективность, презентация, экспорт, лидер, завершать, значимость, доверие, окончание, факторинг, критическии, ожидание, экспортер, экран, уникальность, турция, критически, готовность, отчетныи, подотчетность, ценность, глобализация, внешнии, наружное, независимость, поездка, преемственность, импорт, осведомленность, достоверность, тур, единство, заверение, прозрачность, лидерство, сплоченность, консолидация, заключение, туризм"
95,Управление рисками,95,"риска, риск, рисковои, опасность, пасность, опасныи, опасение, вероятность, инвестпрограмма, факторинг, безопасность, фактор, инвестирование, инвестировать, возникновение, открытость, иностранныи, уязвимость, внешнии, кризисныи, угроза, обесценение, инвестиция, секретариат, инвестор, аварииность, страхование, шанс, секретарь, доверие, политик, уверенность, характеризовать, инновационность, возникнуть, облучение, внешнеторговыи, страховщик, убыток, сценарии, обесценить, инвест, уникальность, безопасно, происшествие, роман, брокер, безопасныи, возможность, ректор"
96,Антикоррупция,96,"коррупция, коррупционныи, антикоррупция, профсоюз, конфликтныи, конфликт, профсоюзныи, политик, руппур, разрушение, правонарушение, евросоюз, нарушить, инцидент, секретариат, преступныи, нарушитель, взятка, всесоюзныи, реформирование, политика, нарушать, доверие, секретарь, разрушать, реформа, укрупненныи, происшествие, нарушение, ликвидность, исправление, преступление, дисциплинарныи, обесценение, лидер, банкротство, повреждение, сотрудник, груп, уволить, катастрофа, коллегия, факторинг, взяточничество, электропрофсоюз, репутационныи, взаимодеиствие, искажение, меняться, координационныи"
97,Эффективность и производительность,97,"экономика, производство, производствен, факторинг, прибыльность, экспорт, инвестиция, фабрикация, капитал, географическии, доходность, экспортныи, спрос, география, доходныи, повторяться, экспортировать, мотивировать, капитализация, площадь, капиталь, преобразование, отчетность, добыча, англия, капитальныи, вырасти, восток, убеждение, лесозаготовка, мотивация, территория, экономически, инвестиционныи, экономическии, вкладывать, мотивационныи, прибыльныи, фактор, отчет, прибыль, численность, добычныи, лизации, нефть, накладывать, севергазпром, отчетности, поселение, евразия"
98,Инновации,98,"инновационность, инновация, инновационныи, реновация, инвестиция, инвестировать, инвестирование, новация, инвестиционныи, уникальность, возобновлять, инвест, нововведение, патент, патентныи, новаторскии, инвестпрограмма, инвестор, уникальныи, возобновление, возвращать, возрождение, вновь, возвратить, восстанавливать, инвестированныи, возвращение, инвестмент, возврат, резервист, технология, регенерация, инвестпроект, технологически, технологичность, открытость, регенерировать, новинка, возобновить, вернуться, реставрация, обратныи, новорожденныи, повторение, остаточныи, возвращаться, единство, смирнов, технологическии, резервныи"
99,Лидерство,99,"лидер, лидерство, руководитель, лидерскии, органическии, организа, глава, факторинг, коррупция, менеджер, орган, руководство, организационныи, организатор, менеджерскии, разумность, иерархия, преемственность, фактор, органи, экосистема, начальник, элемент, главныи, себестоимость, характер, внешнии, личность, роль, председатель, характеризовать, организовывать, рациональныи, коррупционныи, принцип, подчинение, рационализатор, ценность, наружное, гибко, сторона, сегмент, рацион, членство, организоваться, подчиненныи, рационализация, туризм, оглавление, критическии"
100,Отчетность и прозрачность,100,"контролировать, контрольныи, контроль, внутреннии, аудитор, неконтрольныи, контроллинга, подконтрольныи, проверяться, проверять, аудиторскии, аудировать, аудит, управленческии, управляемость, контролер, ревизия, управлять, управляться, доверие, интерьер, управляемыи, менеджмент, доверять, ревизионныи, коррупция, регулирование, око, лидер, регулироваться, управленец, регулярно, инспекция, коррупционныи, реорганизация, внешнии, надзор, чехия, регулятор, регулировать, монастырь, регуляторныи, реорганизовать, меняться, лидерскии, проверка, порядок, разрушение, внутри, наблюдатель"
101,Дивиденды и акционеры,101,"дивиденд, дивидендныи, акционер, акция, акционерныи, аукцион, акциз, директор, директорат, столица, инвестировать, единство, одобрение, монополия, постановление, управленческии, дукции, федерация, принятие, разделять, власть, лидер, авторитет, арбитражныи, полномочие, исполнительныи, единовременныи, атом, учредитель, ассамблея, выделение, учредить, одобрить, капитал, капиталь, облигация, единыи, преференция, делить, дирекция, деление, управленец, амортизация, инвестиция, доля, единообразныи, единичныи, лидерство, собрание, владение"
102,Отчетность и прозрачность,102,"внутреннии, интерьер, доверие, доверять, риска, внешнии, лидер, аудитор, контролировать, риск, око, управляться, уверенность, рисковои, лидерскии, аудит, аудиторскии, лидерство, регулярно, управляемость, управленческии, принцип, иностранныи, независимыи, управлять, внутри, рацион, контрольныи, уверенныи, проверяться, контроль, ревизия, внеш, аудировать, наружное, директорат, уверенно, контроллинга, руководитель, поведение, рамка, неконтрольныи, сердце, дисциплина, корпо, директор, проверять, режиссер, менеджмент, открытость"
103,Эффективность и производительность,103,"прибыльность, прибыль, доходы, доходность, доход, прибыльныи, выручка, доходныи, налогообложение, налог, налоговыи, дивиденд, бухгалтер, бухгалтерия, убыток, дивидендныи, делистинг, рентабельность, финансовыи, отчетность, зачисление, расход, извлечение, отчисление, ликвидация, выгода, экономика, отчетности, финансово, приток, инвестиция, расчетныи, бухгалтерскии, индустриальныи, капитал, дефицит, подотчетность, рентабельныи, начисление, ликвидность, капитализация, ндфл, избыток, производ, фективность, производствен, расчет, отрабатываться, индустрия, вырабатываться"
104,Эффективность и производительность,104,"капитал, активизация, капитализация, активность, прибыльность, актив, капиталь, ликвидность, доходность, фективность, капитальныи, активныи, активист, ликвидация, факторинг, прибыль, рентабельность, функция, доходныи, амортизация, инвестиция, деятельно, финансовыи, прибыльныи, долгов, подотчетность, активно, функционал, отчетность, лизинговыи, независимость, имущество, инвестиционныи, дивиденд, дивидендныи, деятель, девальвация, бухгалтер, недвижимость, инвентаризация, директива, функционировать, самонесущии, непрерывность, владение, ственность, финансово, тивность, активизировать, преемственность"
105,Дивиденды и акционеры,105,"дивидендныи, дивиденд, непредвиденныи, разделять, акция, вложить, инвестиция, инвестиционныи, наложить, прибыль, инвестировать, поделиться, депозитарии, изложить, инвестирование, разделение, депозит, прибыльность, прибыльныи, инвестированныи, вкладывать, выделение, фондовыи, накладывать, закладывать, капитал, разделить, распределяться, доходныи, дукции, заложить, подразделение, депозитарныи, приложить, распределение, инвестор, целенаправленно, капиталь, холдинговыи, распределить, инфляция, федерация, фонд, распределенныи, вклад, инвест, пенсия, деление, инвестмент, распределять"
106,Лидерство,106,"директор, директорат, независимыи, режиссер, руководитель, лидер, независимость, независимо, лидерство, лидерскии, дирекция, самостоятельно, отдельность, менеджер, учитель, длительность, самооценка, отдельныи, реактор, отдельно, наставник, преподаватель, менеджерскии, советник, председатель, дирек, полярныи, управленческии, руководство, профориентация, различие, инструктор, управленец, начальник, самонесущии, столица, рационализатор, заполярье, рацион, мнение, автономныи, директо, ректор, рациональныи, выделение, педагогическии, индивидуально, сорт, выдержка, различаться"
107,Отчетность и прозрачность,107,"отчетности, отчетность, подотчетность, бухгалтерия, бухгалтер, бухгалтерскии, отчета, аудит, аудиторскии, аудитор, отчет, учет, отчетныи, финансовыи, подотчетныи, нефинансовыи, счет, аудировать, финансово, аккредитация, учетныи, доклад, расчетныи, зачисление, финансирование, взаимозачет, вычет, аккредитив, взаиморасчет, задолженность, начисление, аванс, расчет, подсчет, отчисление, учредительныи, финансы, финанс, рассрочка, счетныи, учредитель, финансироваться, финансировать, зачет, кредитныи, аккредитовать, отчитываться, кредитование, долгов, начислять"
108,Лидерство,108,"ответственность, обязанность, ответственныи, ственность, ответствен, ответственно, обязательство, своиственныи, преемственность, компетентность, компетентныи, управляемость, обеспокоенность, озабоченность, вовлеченность, виновныи, подверженность, обязываться, правомерность, хозяиственныи, приверженность, инцидент, владение, деиствительныи, изводственныи, компетенция, поручительство, авторитет, собственник, репутационныи, сопоставимость, сопровождение, отвечать, полномочие, владеть, устоичивость, реагирование, обязать, нетерпимость, ущерб, заботливость, удаленность, сомнительныи, авторитетныи, волатильность, удержание, обязывать, поручитель, хищение, саморазвитие"
109,Дивиденды и акционеры,109,"федерация, планирование, назначение, план, дивиденд, планироваться, назначаться, иерархия, постановление, дивидендныи, паспортизация, портфель, планировать, управленческии, амортизация, плановыи, правительство, административно, директорат, управленец, запланировать, приказ, планировка, орден, пфо, исполнение, фгуп, назначать, федеральныи, реформа, интерфеис, реформирование, фцп, директор, планомерно, спланировать, печать, пао, порядок, цфо, целенаправленно, ворота, дворец, атомфлот, патэс, администрация, принятие, администратор, власть, исполнительныи"
110,Эффективность и производительность,110,"индексация, показатель, эффективность, значимость, факторинг, целеполагание, индекс, амортизация, администратор, значение, прибыльность, ценность, директор, назначение, показание, административно, дивиденд, рентабельность, целевои, целенаправленно, руководитель, лидер, индикатор, уникальность, производитель, целостность, показательныи, компетенция, коэффициент, дивидендныи, инвентаризация, доходность, исполнительныи, компетентность, фективность, переоценка, балл, единство, директорат, присвоение, достоинство, столица, объективность, портфель, премия, важность, памятник, управленец, выполнение, вычисление"
111,Отчетность и прозрачность,111,"аудитор, аудит, аудировать, аудиторскии, внутреннии, интерьер, ревизия, доверие, проверяться, проверять, контрольныи, контролировать, ревизионныи, контроль, око, внешнии, доверять, неконтрольныи, слушатель, контроллинга, коридор, менеджмент, бухгалтер, слушать, слушание, уверенность, сердце, внутри, дит, управленческии, монастырь, наш, иностранныи, инспекция, уверенныи, подконтрольныи, управляться, касса, душа, независимыи, контролер, оркестр, периодически, регулярно, театр, бухгалтерия, секретариат, коррупция, запад, уверенно"
112,Эффективность и производительность,112,"активизация, активность, финансовыи, активныи, актив, капитал, доходность, доходныи, прибыльность, ликвидация, капитализация, активист, капиталь, инвестиция, финансирование, ликвидность, функция, финансово, фективность, прибыль, дивидендныи, функционал, капитальныи, инвестиционныи, дивиденд, активно, извлечение, активизировать, функционально, прибыльныи, функционировать, деятельно, доходы, амортизация, финансироваться, финансировать, финансы, инвестирование, деиствие, функциональныи, убыток, фондовыи, взаимодеиствие, доход, депозитарии, фонд, лизинговыи, финанс, развлечение, воздеиствие"
113,Отчетность и прозрачность,113,"аудитор, аудиторскии, ревизия, аудировать, аудит, ревизионныи, коррупция, инспекция, руководитель, комиссия, комитет, проверять, контроль, реактор, коррупционныи, проверяться, реорганизация, департамент, инспектор, контрольныи, антикоррупция, директор, надзор, пересмотр, директорат, ректор, контролировать, реорганизовать, бухгалтер, исправление, проверка, чек, реакторныи, бухгалтерия, администратор, доверие, репутационныи, факультет, неконтрольныи, наблюдатель, лидер, отдел, башня, авторитет, контролер, реа, контроллинга, комиссионныи, управленческии, советник"
114,Отчетность и прозрачность,114,"финансовыи, финансово, фективность, финансирование, инструмент, финансы, инструментарии, актив, активность, финанс, объективность, активизация, финансироваться, убыток, активист, объект, финансировать, факультет, ликвидность, функционально, разрушение, обязательство, существующии, активныи, будущее, своевременность, деиствие, отчетность, кредитор, текущии, факторинг, лизинговыи, отчетности, взаимодеиствие, верификация, объективныи, кредитныи, интенсификация, функция, подотчетность, функциональныи, существование, кредитование, достоверность, нефинансовыи, тивность, расчетныи, рассрочка, дефолт, связанность"
115,Управление рисками,115,"риска, риск, рисковои, опасность, пасность, опасныи, брокер, внешэкономбанк, инвестпрограмма, опасение, безопасность, инвестировать, брокерскии, инвестирование, инвестор, безопасно, безопасныи, кредитование, росэксимбанк, банковскии, внешнии, сценарии, факторинг, банкротство, ликвидность, вероятность, банкомат, проминвестбанк, сбербанк, банк, доверие, кредитор, глобэксбанк, кризисныи, инвестиция, фактор, инвест, внешнеторговыи, иностранныи, кредиторскии, биржа, шанс, минприрода, инвестированныи, ликвидация, возникновение, угроза, инновационность, открытость, межбанковскии"
116,Отчетность и прозрачность,116,"журналист, журналистика, новость, новостнои, газета, коммуникативныи, публиковаться, информационныи, публикация, опубликование, коммуникация, аудитория, пропаганда, общественность, общественно, опубликовать, общественныи, публиковать, телеканал, популяризация, пресса, еженедельно, еженедельныи, публика, телеконференция, продвигать, массовыи, община, агентство, волонтер, интервью, эфир, волонтерство, публично, продвинуть, событие, доклад, нуждаться, популярныи, среда, информироваться, население, сообщество, редактор, популярность, мероприятие, телемедицина, журнал, маркетинговыи, сектор"
117,Лидерство,117,"директорат, менеджерскии, директор, менеджер, руководитель, лидер, администратор, политик, режиссер, иерархия, лидерскии, начальник, управленческии, секретарь, награда, подчиненныи, стратегически, лидерство, менеджмент, стратегическии, подчинение, дирекция, повторение, зарплата, секретариат, премия, стратегия, управленец, дисциплинарныи, руководство, вертикаль, дисциплина, работник, наградить, советскии, режим, увольнение, мотивировать, повторяться, глубина, рацион, зарплатныи, карьерныи, архэнерго, уволить, политика, карскии, сотрудник, уволиться, режимныи"
118,Дивиденды и акционеры,118,"акция, капитал, капиталь, капитальныи, капитализация, акционер, инвестировать, акционерныи, акциз, дивидендныи, дивиденд, инвестирование, облигация, инвестор, инвест, биржа, инвестмент, инвестпрограмма, инвентаризация, инвестиция, столица, инвестиционныи, аукцион, активизация, рыночныи, поделиться, актив, актуарныи, владение, холдинговыи, инвестированныи, вложить, амортизация, собственность, девальвация, наложить, депозитарии, облигационныи, металлоинвест, номинальныи, ак, еврооблигация, власть, недвижимость, активист, мосбиржа, федерация, депозит, дукции, акб"
119,Лидерство,119,"директор, директорат, дирекция, советскии, режиссер, руководитель, совет, советник, лидер, руководство, дисциплина, лидерство, длительность, дисциплинарныи, лидерскии, менеджерскии, быстро, рск, быстрорастущии, менеджер, замедление, управленческии, заседание, дирек, управленец, лист, учитель, быстрыи, консультативныи, выдержка, реид, ргу, ржд, интервал, репо, пании, преподаватель, дивиденд, управляться, консультант, рацион, стартап, начальник, сердце, дивидендныи, преподавание, администратор, направляться, секретарь, катание"
120,Эффективность и производительность,120,"экономическии, экономически, доходность, доходы, доходныи, прибыльность, затрата, экономика, рентабельность, затратныи, налогообложение, доход, рентабельныи, прибыль, прибыльныи, расход, налоговыи, затратить, налог, себестоимость, капитал, дивиденд, дивидендныи, выручка, капитализация, экономия, экономист, инвестиция, экономичность, экономичныи, капиталь, расходование, инфляция, финансирование, расчетныи, трудозатрата, инфраструктура, экономить, производствен, капитальныи, субсидия, финансироваться, субсидирование, финансы, инвестиционныи, финансировать, независимость, образовать, бюджетныи, финансовыи"
121,Антикоррупция,121,"коррупция, коррупционныи, политик, антикоррупция, подход, менеджмент, политика, граница, метод, пограничныи, административно, методика, методическии, управленческии, путь, ограничить, методология, оценщик, администратор, управленец, разграничить, разграничение, межрегиональныи, менеджер, лидер, внешнеторговыи, отведение, введение, обесценение, ограждение, территория, подведение, затрата, способ, ценообразование, департамент, менеджерскии, иностранныи, секретариат, ценность, рационализация, путевка, рацион, подходящии, курс, лидерство, проблематика, посредник, оценивать, предел"
122,Управление рисками,122,"прогнозирование, прогнозныи, прогнозировать, прогноз, ожидать, ожидание, ожидаться, предупредить, предварительныи, отчетность, событие, непредвиденныи, отчетности, презентация, готовность, предупреждать, планирование, предупреждение, будущее, предельныи, факторинг, проявление, наступление, предшествовать, убыток, предписание, предполагать, вероятность, амортизация, сценарии, погодныи, катастрофа, оповещение, дефолт, предполагаться, внеплановыи, надежда, инфляция, презентационныи, плановыи, будущии, погода, планомерныи, заранее, предстоящии, мероприятие, аварииность, план, расчетныи, интерфеис"
